V - Plot 0	PC - Plot 0	
-5.5	-0.536691	
-5.4	-0.548224	
-5.3	-0.523524	
-5.2	-0.523524	
-5.1	-0.486423	
-5	-0.437092	
-4.9	-0.439815	
-4.8	-0.447873	
-4.7	-0.467631	
-4.6	-0.465644	
-4.5	-0.438779	
-4.4	-0.438779	
-4.3	-0.449362	
-4.2	-0.425957	
-4.1	-0.381782	
-4	-0.399776	
-3.9	-0.412023	
-3.8	-0.430491	
-3.7	-0.436424	
-3.6	-0.416753	
-3.5	-0.408137	
-3.4	-0.408137	
-3.3	-0.396907	
-3.2	-0.356463	
-3.1	-0.326407	
-3	-0.290187	
-2.9	-0.278398	
-2.8	-0.28552	
-2.7	-0.269354	
-2.6	-0.269354	
-2.5	-0.207181	
-2.4	-0.170095	
-2.3	-0.162748	
-2.2	-0.180617	
-2.1	-0.220388	
-2	-0.309528	
-1.9	-0.37681	
-1.8	-0.384738	
-1.7	-0.37252	
-1.6	-0.37252	
-1.5	-0.363249	
-1.4	-0.357044	
-1.3	-0.374522	
-1.2	-0.380917	
-1.1	-0.353632	
-1	-0.342752	
-0.9	-0.354613	
-0.8	-0.339032	
-0.7	-0.299669	
-0.6	-0.299669	
-0.5	-0.272433	
-0.4	-0.268318	
-0.3	-0.261685	
-0.2	-0.259874	
-0.1	-0.237676	
0	-0.212222	
0.1	-0.189019	
0.2	-0.166848	
0.3	-0.0555289	
0.4	0.152517	
0.5	0.377867	
0.6	0.596241	
0.7	0.596241	
0.8	0.744887	
0.9	0.846217	
1	0.901562	
1.1	0.917585	
1.2	0.895317	
1.3	0.8623	
1.4	0.877051	
1.5	0.899474	
1.6	0.936423	
1.7	0.936423	
1.8	0.968415	
1.9	0.998202	
2	1.02251	
2.1	1.04766	
2.2	1.08061	
2.3	1.12681	
2.4	1.1332	
2.5	1.10889	
2.6	1.10889	
2.7	1.07661	
2.8	1.05504	
2.9	1.05954	
3	1.04694	
3.1	1.03276	
3.2	1.01634	
3.3	1.01282	
3.4	1.03822	
3.5	1.05291	
3.6	1.05823	
3.7	1.08543	
3.8	1.08543	
3.9	1.08866	
4	1.0943	
4.1	1.13117	
4.2	1.1634	
4.3	1.20167	
4.4	1.25585	
4.5	1.31989	
4.6	1.32865	
4.7	1.32865	
4.8	1.31649	
4.9	1.33838	
5	1.34246	
5.1	1.3275	
5.2	1.31342	
5.3	1.29597	
5.4	1.29597	
5.5	1.29674	
5.6	1.28832	
5.7	1.29613	
5.8	1.29395	
5.9	1.29949	
6	1.27613	
6.1	1.2581	
6.2	1.26307	
6.3	1.26307	
6.4	1.23715	
6.5	1.24342	
6.6	1.24452	
6.7	1.27291	
6.8	1.29484	
6.9	1.30398	
7	1.31163	
7.1	1.31374	
7.2	1.32442	
7.3	1.32442	
7.4	1.35146	
7.5	1.40004	
7.6	1.39857	
7.7	1.3721	
7.8	1.32896	
7.9	1.28294	
8	1.24717	
8.1	1.24717	
8.2	1.24193	
8.3	1.23991	
8.4	1.23745	
8.5	1.28414	
8.6	1.29832	
8.7	1.29216	
8.8	1.26754	
8.9	1.2678	
9	1.26986	
9.1	1.28546	
9.2	1.28546	
9.3	1.29219	
9.4	1.33419	
9.5	1.39988	
9.6	1.41294	
9.7	1.40978	
9.8	1.40978	
9.9	1.44275	
10	1.44275	
10.1	1.43092	
10.2	1.41084	
10.3	1.44792	
10.4	1.50292	
10.5	1.54127	
10.6	1.51377	
10.7	1.52149	
10.8	1.52149	
10.9	1.59275	
11	1.6549	
11.1	1.66978	
11.2	1.69686	
11.3	1.74245	
11.4	1.79396	
11.5	1.79396	
11.6	1.77757	
11.7	1.71161	
11.8	1.71014	
11.9	1.75318	
12	1.7911	
12.1	1.83563	
12.2	1.92977	
12.3	1.93182	
12.4	1.93182	
12.5	1.92453	
12.6	1.93019	
12.7	1.95029	
12.8	1.97393	
12.9	2.00513	
13	1.97651	
13.1	1.98477	
13.2	2.03673	
13.3	2.04909	
13.4	2.0823	
13.5	2.11877	
13.6	2.11877	
13.7	2.14775	
13.8	2.18097	
13.9	2.1954	
14	2.16873	
14.1	2.19577	
14.2	2.23245	
14.3	2.27685	
14.4	2.33585	
14.5	2.34251	
14.6	2.34251	
14.7	2.3128	
14.8	2.29915	
14.9	2.34786	
15	2.38246	
15.1	2.39548	
15.2	2.39411	
15.3	2.43858	
15.4	2.54397	
15.5	2.65689	
15.6	2.76575	
15.7	2.85802	
15.8	2.85802	
15.9	2.95823	
16	3.01512	
16.1	3.06998	
16.2	3.1232	
16.3	3.18925	
16.4	3.27609	
16.5	3.31731	
16.6	3.34546	
16.7	3.34546	
16.8	3.48951	
16.9	3.65642	
17	3.65888	
17.1	3.70192	
17.2	3.81271	
17.3	3.89926	
17.4	4.02767	
17.5	4.17444	
17.6	4.17444	
17.7	4.25219	
17.8	4.30187	
17.9	4.35554	
18	4.41539	
18.1	4.45684	
18.2	4.53127	
18.3	4.64127	
18.4	4.64127	
18.5	4.76221	
18.6	4.85926	
18.7	4.94518	
18.8	5.02885	
18.9	5.14139	
19	5.25591	
19.1	5.3503	
19.2	5.46849	
19.3	5.60584	
19.4	5.60584	
19.5	5.79461	
19.6	5.99515	
19.7	6.20303	
19.8	6.37037	
19.9	6.52097	
20	6.70429	
